"","who_retweet","who_post"
"754","iRSSNews","CNN"
"755","iRSSNews","CNN"
"756","YildirimNews","CNN"
"757","prayreform","CNNMoney"
"758","luqmanladha","CNNMoney"
"759","igalaciman","CNNOpinion"
"760","commonpatriot","CNSNews_com"
"761","AnthroOfEurope","COMPAS_oxford"
"762","RefugeeAction","CRMCCov"
"763","canusada","CTVNews"
"764","picardonhealth","CTV_AvisFavaro"
"765","CPC_population","CVar_Sil"
"766","Captain_Bhangra","CXStephanie"
"767","StormyVNV","CallOut4"
"768","ChrisMcDonald67","Callcredit"
"769","harrietyarker","CallingEngland"
"770","PaulbernalUK","CambsNews"
"771","Bordercrim","Campsfieldhfilm"
"772","girlguidesofcan","CanImmigrant"
"773","Photonautes","CanardduKiosque"
"774","joeyyosa","CarbonatedTv"
"775","DrugWarAnalyst","CarinZissis"
"776","junayed_","CaringSoul786"
"777","bopanc","Carnegie_Europe"
"778","KarensRomance","CatalystSEM"
"779","Harley_Woody","CathyHennebury"
"780","tuhel","CatrinNye"
"781","SilviaTIC","CdnChange"
"782","minesh1112","Cebr_uk"
"783","Ethnofascist","CelticNational"
"784","salma_o","CentreforCities"
"785","BranimiraR","CerstinGammelin"
"786","JamesWillby","CerstinGammelin"
"787","StollmeyerEU","CerstinGammelin"
"788","jonmchenry","CesarConda"
"789","acaprahman","ChanHafiz"
"790","saj50438684","Change"
"791","oenanthe54","Change"
"792","blondiesa","Change"
"793","lenziiirem","Change"
"794","thestirrerau","ChangeAUS"
"795","sam4wong","Channel4News"
"796","LINGsCARS","Channel4News"
"797","_LauraMack","Channel4News"
"798","UK_revolt","Channel4News"
"799","arrowsm","Channel4News"
"800","DearsonWinyard","Channel4News"
"801","anna_isaac","Channel4News"
"802","sam4wong","Channel4News"
"803","AngelPeaceJoy","Channel4News"
"804","RachelElnaugh","Channel4News"
"805","Artsmonkey1","Channel4News"
"806","mishearance","Channel4News"
"807","CeL_eNe","Checkpoints559"
"808","oamanchukwu","Chic4kay"
"809","ogedede","Chic4kay"
"810","geeoharee","ChrisBryantMP"
"811","AguiaV","ChrisBryantMP"
"812","SimonT_Space","ChrisClandestin"
"813","2tweetaboutit","ChrisPain_ukip"
"814","MVLibertas","Chris_Auld"
"815","uwebaltner","Christiane"
"816","IrPsych","ChristineBohan"
"817","TTRRMK","ChronicleHerald"
"818","NellahNel1","CindyRosay"
"819","MargieSees","Circa"
"820","maytree_canada","CitiesMigration"
"821","ratnaomi","CitiesMigration"
"822","godammitkitty","CitizenRadio"
"823","jgunson1989","CityAM"
"824","UKVISAS","CityAM"
"825","Cochis3","CityAM"
"826","Mancman10","CityAM"
"827","pat_saini","CityAM"
"828","GoodallGiles","CityAM"
"829","LouiseShawLD","CityAM"
"830","TurnbullRuther","CityAM"
"831","jeffery2116","CityAM"
"832","newlondoners","CityAM"
"833","jondknight","CityAM"
"834","MattTaylor2020","CityAM"
"835","immsollawyers","CityAM"
"836","gpolitica","CityAM"
"837","JamesManjim","CityAM"
"838","JoBroadwood","Civitas_UK"
"839","SGregoryjenkins","CliffordLD"
"840","CocaineXAndRain","CocaineXAndRain"
"841","iAmNaturallyWet","CocaineXAndRain"
"842","SpringboroTea","CofCC76"
"843","sam4wong","Col_Kz"
"844","GemmaLoughran","ColinYeo1"
"846","NewsAndThen","Colorlines"
"847","mmechomski","Colvinius"
"848","WTCPolitics1","CommDigiNews"
"849","EuprioNic","CommentIsFree"
"850","futuristpaul","Competia"
"851","GrabinszkyA","Contrepoints"
"852","dragonheart3746","ContributorNews"
"853","glykosymoritis","ConversationEDU"
"854","TessQuinton","ConversationEDU"
"855","thom_brooks","ConversationUK"
"856","thom_brooks","ConversationUK"
"857","TheDragonflyC","ConversationUK"
"858","Bordercrim","ConversationUK"
"859","JulianPetley","ConversationUK"
"860","MigrantVoiceUK","ConversationUK"
"861","akamalaccas1","ConversationUK"
"862","nandosigona","ConversationUK"
"863","Instedconsult","ConversationUK"
"864","RichardCR56","ConversationUK"
"865","jaywalking","ConversationUK"
"866","helen_barratt","ConversationUK"
"867","jjohnjewell","ConversationUK"
"868","RoyalStatSoc","ConversationUK"
"869","IanCummins9","ConversationUK"
"870","smitajamdar","ConversationUK"
"871","nwayo","ConversationUK"
"872","phillcole40","ConversationUK"
"873","YasminAli","ConversationUK"
"874","akamalaccas1","ConversationUK"
"875","Nick_Pettigrew_","ConversationUK"
"876","literarti","ConversationUK"
"877","E_Houghton","ConversationUK"
"878","DuncanChambers1","ConversationUK"
"879","MigObs","ConversationUK"
"880","MartinRuhs","ConversationUK"
"881","rozyuri","ConversationUK"
"882","izhanshayan","ConversationUK"
"883","brit_newsman","ConversationUK"
"884","val_hudson","ConversationUK"
"885","adamhewitt198","ConversationUK"
"886","MariaDuggan","ConversationUK"
"887","CherryMakes","ConversationUK"
"888","libdembodders","ConversationUK"
"889","izhanshayan","ConversationUK"
"890","NICEMNI","ConversationUK"
"891","Bob__Hudson","ConversationUK"
"892","glenchisholm","ConversationUK"
"893","MigrantVoiceUK","ConversationUK"
"894","drhmwilliams","ConversationUK"
"895","FESMontemaggi","ConversationUK"
"896","RichardCR56","ConversationUK"
"897","ClaudiaChwalisz","ConversationUK"
"898","jjohnjewell","ConversationUK"
"899","YasminAli","ConversationUK"
"900","MigrantVoiceUK","ConversationUK"
"901","sparkerworld","ConversationUK"
"902","old_chap","ConversationUK"
"903","emmanuellechaz","ConversationUK"
"904","Instedconsult","ConversationUK"
"905","AkshatRathi","ConversationUK"
"906","RogerCrouch1","ConversationUK"
"907","jenthoms","ConversationUK"
"908","Diana_Podar","ConversationUK"
"909","MariaDuggan","ConversationUK"
"910","lizzy_davies","ConversationUK"
"911","RichardCR56","ConversationUK"
"912","phillcole40","ConversationUK"
"913","cummings_clare","ConversationUK"
"914","MichelleP_uk","ConversationUK"
"915","smudge1","ConversationUK"
"916","maxfarrar","ConversationUK"
"917","louisefk","ConversationUK"
"918","JonathanKBall","ConversationUK"
"919","NatAguileraSAGE","ConversationUK"
"920","tritonsmermaid","ConversationUK"
"921","milwardoliverg","ConversationUK"
"922","maxfarrar","ConversationUK"
"923","janewilson","ConversationUK"
"924","PenderSparks","ConversationUK"
"925","SoupWaiter","ConversationUK"
"926","vittoriolonghi","ConversationUK"
"927","Mariko884","ConversationUK"
"928","philosopher1978","ConversationUK"
"929","KintheWorld","ConversationUK"
"930","markdoidge","ConversationUK"
"931","Bordercrim","ConversationUK"
"932","DearsonWinyard","ConversationUK"
"933","rhtraining","ConversationUK"
"934","gafijczuk","ConversationUK"
"935","Paulcrofts","ConversationUK"
"936","DavidPriceUCL","ConversationUK"
"937","TheDragonflyC","ConversationUK"
"938","JulianPetley","ConversationUK"
"939","EwaDudaMikulin","ConversationUK"
"940","Bordercrim","ConversationUK"
"941","Roisin_OConnor","ConversationUK"
"942","JonasAlmgren","ConversationUK"
"943","se_collins","ConversationUK"
"944","pully8","ConversationUK"
"945","EwaDudaMikulin","ConversationUK"
"946","mcleish_t","ConversationUK"
"947","eb_meier","ConversationUK"
"948","ShodanAlexM","ConversationUK"
"949","mgilbertsaez","ConversationUK"
"950","thom_brooks","ConversationUK"
"951","EudaimoniaCom","ConversationUK"
"952","policypress","ConversationUK"
"953","russellhaggar1","ConversationUK"
"954","HayesDebra","ConversationUK"
"955","jackie_laura","ConversationUK"
"956","yorkierosie","ConversationUK"
"957","JanaSvenska","ConversationUK"
"958","conoraon","ConversationUK"
"959","JodArdenne","ConversationUK"
"960","russellhaggar1","ConversationUK"
"961","Tonybirte","ConversationUK"
"962","bromleyminister","ConversationUK"
"963","ClaudiaChwalisz","ConversationUK"
"964","journomummy","ConversationUK"
"965","MariaDuggan","ConversationUK"
"966","Voa1234","ConversationUK"
"967","FaySadro","ConversationUK"
"968","TennisSultan","ConversationUK"
"969","azulbuho","ConversationUK"
"970","MegClement","ConversationUK"
"971","brit_newsman","ConversationUK"
"972","Knightsinwhites","ConversationUK"
"973","Tonybirte","ConversationUK"
"974","robinyapp","ConversationUK"
"975","VivCree","ConversationUK"
"976","jaywalking","ConversationUK"
"977","dfarrell_ucd","ConversationUK"
"978","journomummy","ConversationUK"
"979","BrittensInfo","ConversationUK"
"980","NHSE_Paul","ConversationUK"
"981","JTownend","ConversationUK"
"982","steveplrose","ConversationUK"
"983","NeilPHoward","ConversationUK"
"984","Bordercrim","ConversationUK"
"985","pash22","ConversationUK"
"986","uncomfy","ConversationUK"
"987","Tonybirte","ConversationUK"
"988","RunnymedeTrust","ConversationUK"
"989","GlobalHE","ConversationUK"
"990","jjohnjewell","ConversationUK"
"991","andybanjobrown","ConversationUK"
"992","Voa1234","ConversationUK"
"993","RichardCR56","ConversationUK"
"994","sciorama","ConversationUK"
"995","PACERC250T","ConversationUK"
"996","DickELeaks","ConversationUK"
"997","Bordercrim","ConversationUK"
"998","rhtraining","ConversationUK"
"999","TamSoCap","ConversationUK"
"1000","luluna81","ConversationUK"
"1001","DebCoyne","ConversationUK"
"1002","mgilbertsaez","ConversationUK"
"1003","TheDragonflyC","ConversationUK"
"1004","thom_brooks","ConversationUK"
"1005","thom_brooks","ConversationUK"
"1006","thom_brooks","ConversationUK"
"1007","thom_brooks","ConversationUK"
"1008","thom_brooks","ConversationUK"
"1009","NickP1963","ConversationUK"
"1010","nattpimpa","ConversationUK"
"1011","thom_brooks","ConversationUK"
"1012","BeckyVineyWood","ConversationUK"
"1013","drsunda","ConversationUK"
"1014","j_ervine","ConversationUK"
"1015","sengstro","ConversationUK"
"1016","SueLukes","ConversationUK"
"1017","thom_brooks","ConversationUK"
"1018","IanCummins9","ConversationUK"
"1019","MariaDuggan","ConversationUK"
"1020","thom_brooks","ConversationUK"
"1021","gaw1476","ConversationUK"
"1022","donflynnmrn","ConversationUK"
"1023","JuliaClarkeLUBS","ConversationUK"
"1024","DearsonWinyard","ConversationUK"
"1025","thom_brooks","ConversationUK"
"1026","drdavidrsmith","ConversationUK"
"1027","ClaudiaChwalisz","ConversationUK"
"1028","MigRightsScot","ConversationUK"
"1029","thom_brooks","ConversationUK"
"1030","fleming77","ConversationUK"
"1032","LeonaAWalsh","ConversationUK""@alededwardscym"
"1033","BunmieZoeRadioo","CorpWatchUK"
"1034","brianwhelanhack","CorpWatchUK"
"1035","mendezgonzales","CosmoForLatinas"
"1036","VendorAid","CourthouseNews"
"1037","OTEcorporation","CraigSheilds"
"1038","TeSSSoni","Cringa_XA"
"1039","judeinlondon","CrispySea"
"1040","MMonlau","Culturebox"
"1041","PARRY1956","D"
"1042","AaliAAMoledina","DASRecordsUK"
"1043","trickxie","DCExaminer"
"1044","keithroland1","DCExaminer"
"1045","flyc150","DCExaminer"
"1046","michaeloferwins","DCExaminer"
"1047","deculley","DCExaminer"
"1048","richwilsonSC","DCExaminer"
"1049","rileyswan","DCExaminer"
"1050","chickenman246","DCExaminer"
"1051","CommentsOnNati1","DCExaminer"
"1052","thetrutherone","DCExaminer"
"1053","louatbb","DCExaminer"
"1054","Diana_VB","DFID_UK"
"1055","DuttonGregory","DG_Immigration"
"1056","naomi_pormes","DJ_Yasmin"
"1057","ochie_YSL","DJ_Yasmin"
"1058","adiethwira","DJ_Yasmin"
"1059","Supermedi_","DJ_Yasmin"
"1060","jbreisblatt","DLind"
"1061","TheBrettLeppard","DMcCaffreySKY"
"1062","son_of_hood","DNA"
"1063","healthglobal","DOTW_UK"
"1064","JHWandall","DOW_UK"
"1065","jonfeatonby","DOW_UK"
"1066","ChildSocPol","DOW_UK"
"1067","donflynnmrn","DOW_UK"
"1068","ilonapin","DOW_UK"
"1069","diassolicitors","DOW_UK"
"1070","doortje","DPJHodges"
"1071","frankahummels","DPJHodges"
"1072","ricardonotes","DRMAction"
"1073","ricardonotes","DRMAction"
"1074","MrHappy4870","DRUDGE_REPORT"
"1075","DefendWallSt","DRUDGE_REPORT"
"1076","nedasoc","DUKEpress"
"1077","atangledtwat","DVATW"
"1078","S3TOK","DVATW"
"1079","PARRY1956","Da"
"1081","JNG_WEB","Dago_Business"
"1082","PARRY1956","Dai"
"1083","PARRY1956","Dai"
"1084","Jim65783","DailyCaller"
"1085","deborah_franzoy","DailyCaller"
"1086","BrodickStreet","DailyM"
"1087","MailOnline","DailyMailUK"
"1088","matt02392","DailyMailUK"
"1089","DeniseWilding","DailyMailUK"
"1090","NanaBenson_","DailyMailUK"
"1091","skguy7","DailyMailUK"
"1092","missmu80zchild","DailyMailUK"
"1093","franosch","DailyMailUK"
"1094","France_LM","DailyMailUK"
"1095","pangallion","DailyMailUK"
"1096","CCHQPress","DailyMailUK"
"1097","Chris_1791","DailyMailUK"
"1098","Chris_1791","DailyMailUK"
"1099","repub9989","DailyMailUK"
"1100","Chris_1791","DailyMailUK"
"1101","SandwellYI","DailyMailUK"
"1102","Beda_mmbando","DailyMailUK"
"1103","_StarrHall_","DailyMailUS"
"1104","LeMarquand","DailyMailUS"
"1105","HYHUTriangle","DailyMailUS"
"1106","BlatantTruth","DailyMailUS"
"1107","_InSitu_","DailyMailUS"
"1108","knowitalleric","DailyMailUS"
"1109","Vegas_Vintage","DailyMailUS"
"1110","dontfundit","DailyMailUS"
"1111","CarolineKirby15","DailyMailUS"
"1112","CMSnewyork","DailyMailUS"
"1113","dave_tynan","DailyMailUS"
"1114","CalamityPchfuzz","DailyMailUS"
"1115","smosonyi","DailyMirror"
"1116","lilysue21","DailyMirror"
"1117","PARRY1956","DailyMirror"
"1118","sam4wong","DailyMirror"
"1119","shail1960","DailyMirror"
"1120","The_UK_Migrant","DailyMirror"
"1121","sam4wong","DailyMirror"
"1122","PARRY1956","DailyMirror"
"1123","mosabbir","DailyMirror"
"1124","APPGMigration","DailyMirror"
"1125","ImmgtnAdviceSvc","DailyMirror"
"1126","NealCassidy99","DailyMirror"
"1127","UgoUganda","DailyMonitor"
"1128","APPGMigration","Daily_Express"
"1129","mraidenrussell","Daily_Express"
"1130","_Got_To_Be_Free","Daily_Express"
"1131","mraidenrussell","Daily_Express"
"1132","TEMPLARXTRUTH","Daily_Express"
"1133","IPPR","Daily_Express"
"1134","ImmgtnAdviceSvc","Daily_Record"
"1135","na42","Daily_Record"
"1136","Loyalist_hater","Daily_Record"
"1137","UKIPDB","Daily_Star"
"1138","detumescance","Daily_Star"
"1139","SirNigelFaffing","Daily_Star"
"1140","ywkz1105","Daily_Star"
"1141","detumescance","Daily_Star"
"1142","2tweetaboutit","Daily_Star"
"1143","dynecorp","Daily_Star"
"1144","brianstevencrou","Daily_Star"
"1145","BloggingBeth","Daily_Star"
"1146","2tweetaboutit","Daily_Star"
"1147","detumescance","Daily_Star"
"1148","seafarer1847","Daily_Star"
"1149","Antonvlimburg","Daily_Star"
"1150","intelligence_uk","Daily_Star"
"1151","detumescance","Daily_Star"
"1152","WorthingUKIP","Daily_Star"
"1153","willett1900","Daily_Star"
"1154","HowardHopkinson","Daily_Star"
"1155","gavtheukip","Daily_Star"
"1156","casper1877","Daily_Star"
"1157","biffabeau","Daily_Star"
"1158","RedHotSquirrel","Daily_Star"
"1159","jlj21964","Daily_Star"
"1160","maca_13_9","Daily_Star"
"1161","ColinRadioSutch","Daily_Star"
"1162","casper1877","Daily_Star"
"1163","gavtheukip","Daily_Star"
"1164","2tweetaboutit","Daily_Star"
"1165","DJSiri","Daily_Star"
"1166","stephenbmayers","Daily_Star"
"1167","willett1900","Daily_Star"
"1168","gavtheukip","Daily_Star"
"1169","OhBrokenBritain","Daily_Star"
"1170","BristolComSense","Daily_Star"
"1171","jlj21964","Daily_Star"
"1172","catjerba","Dailymotion"
"1173","bernallaw","Dallas_Observer"
"1174","DREWDIAMOND32","Dalus87"
"1175","Dan_Humphreys","DanHannanMEP"
"1176","rhysdgriffiths","DanielFurrUK"
"1177","UKIPDaily","DavidCoburnUKip"
"1178","donaldgatt","DavidCoburnUKip"
"1179","red13charlie","DavidCoburnUKip"
"1180","grumpiergrump","DavidCoburnUKip"
"1181","Janice_b_666","DavidCoburnUKip"
"1182","EU_Buster","DavidCoburnUKip"
"1183","CallingEngland","DavidCoburnUKip"
"1185","europatweets","DavidHeadViews"
"1186","fadisialkot","DavidJo52951945"
"1187","penelopeessence","DavidJo52951945"
"1188","petergalazka","DavidJo52951945"
"1189","top1percentile","DavidJo52951945"
"1190","JamesWillby","DavidJo52951945"
"1191","Jair__Vazquez","DavidLeopold"
"1192","ricardonotes","DavidLeopold"
"1193","RichardCruzC","DavidLeopold"
"1194","ElGranero1","DavidLeopold"
"1195","patsymonserrat","DavidLeopold"
"1196","chicano4ever77","DavidLeopold"
"1197","GanoexitoRG","DavidLeopold"
"1198","Mel315dezert","DavidLeopold"
"1199","Mel315dezert","DavidLeopold"
"1200","guillermo21ksk","DavidLeopold"
"1201","RichardCruzC","DavidLeopold"
"1202","RichardCruzC","DavidLeopold"
"1203","Mel315dezert","DavidLeopold"
"1204","ElGranero1","DavidLeopold"
"1205","patsymonserrat","DavidLeopold"
"1206","katiuskausa","DavidLeopold"
"1207","RichardCruzC","DavidLeopold"
"1208","alfarosuarez","DavidLeopold"
"1209","RichardCruzC","DavidLeopold"
"1210","ElGranero1","DavidLeopold"
"1211","REFORM_NOW_2014","DavidLeopold"
"1212","patsymonserrat","DavidLeopold"
"1213","ElGranero1","DavidLeopold"
"1214","ElGranero1","DavidLeopold"
"1215","VICTORAYON1","DavidLeopold"
"1216","RichardCruzC","DavidLeopold"
"1217","antoniojr62","DavidLeopold"
"1218","Eika34036672","DavidLeopold"
"1219","Mel315dezert","DavidLeopold"
"1220","RichardCruzC","DavidLeopold"
"1221","Mel315dezert","DavidLeopold"
"1222","XHBadillo","DavidLeopold"
"1223","lopezstg","DavidLeopold"
"1224","chavalito87","DavidLeopold"
"1225","Eika34036672","DavidLeopold"
"1226","Antony09Jose","DavidLeopold"
"1227","GanoexitoRG","DavidLeopold"
"1228","RichardCruzC","DavidLeopold"
"1229","RichardCruzC","DavidLeopold"
"1230","XPatriayProvinc","DavidLeopold"
"1231","Rolando75061426","DavidLeopold"
"1232","RichardCruzC","DavidLeopold"
"1233","GutierrezArlen","DavidLeopold"
"1234","RichardCruzC","DavidLeopold"
"1235","Edgarillo81","DavidLeopold"
"1236","RichardCruzC","DavidLeopold"
"1237","katiuskausa","DavidLeopold"
"1238","RichardCruzC","DavidLeopold"
"1239","ealejandro1101","DavidLeopold"
"1240","RichardCruzC","DavidLeopold"
"1241","JavierBazzardi","DavidLeopold"
"1242","elchopinperez","DavidLeopold"
"1243","jccasas42_jc","DavidLeopold"
"1244","RichardCruzC","DavidLeopold"
"1245","elchopinperez","DavidLeopold"
"1246","GutierrezArlen","DavidLeopold"
"1247","Mel315dezert","DavidLeopold"
"1248","RichardCruzC","DavidLeopold"
"1249","GanoexitoRG","DavidLeopold"
"1250","Eika34036672","DavidLeopold"
"1251","Mel315dezert","DavidLeopold"
"1252","Edgarillo81","DavidLeopold"
"1253","orozcographics","DavidLeopold"
"1254","RichardCruzC","DavidLeopold"
"1255","EDINSON66064964","DavidLeopold"
"1256","Eika34036672","DavidLeopold"
"1257","Eika34036672","DavidLeopold"
"1258","Rocb2011Ca","DavidLeopold"
"1259","RichardCruzC","DavidLeopold"
"1260","cardoza_rosario","DavidLeopold"
"1261","RichardCruzC","DavidLeopold"
"1262","alfele57","DavidLeopold"
"1263","GanoexitoRG","DavidLeopold"
"1264","voncanales","DavidLeopold"
"1265","Go_Reform_2014","DavidLeopold"
"1266","castillo1577","DavidLeopold"
"1267","xvillalba1","DavidLeopold"
"1268","RichardCruzC","DavidLeopold"
"1269","patsymonserrat","DavidLeopold"
"1270","Mel315dezert","DavidLeopold"
"1271","83kalifornia","DavidLeopold"
"1272","katiuskausa","DavidLeopold"
"1273","GanoexitoRG","DavidLeopold"
"1274","Mel315dezert","DavidLeopold"
"1275","RichardCruzC","DavidLeopold"
"1276","GanoexitoRG","DavidLeopold"
"1277","cobaltbludolphi","DavidSuzukiFDN"
"1278","HotMoppet","DavidSuzukiFDN"
"1279","QueenofGreen","DavidSuzukiFDN"
"1280","honchow","DavidSuzukiFDN"
"1281","TechStars_ca","DavidSuzukiFDN"
"1282","Xtina_fairy","DavidSuzukiFDN"
"1283","WarrenIna","DavidSuzukiFDN"
"1284","bethebest52","DavidSuzukiFDN"
"1285","TrixiiSabine","David_Cameron"
"1286","tontita00","DawnHFoster"
"1287","TurnbullRuther","DayNewsCo"
"1288","FoodtoEat","DeeptiSharma1"
"1289","DefinitiveUK","DefinitiveUK"
"1290","LondonNow","DefinitiveUK"
"1291","EuprioNic","DelaCour_Comms"
"1292","havantacluOTMP","Delaproser"
"1293","ccmphotography","DenizAlic"
"1294","StayHuman2013","DetentionForum"
"1295","StayHuman2013","DetentionForum"
"1296","triniclares","DghSpanishWelsh"
"1297","Deliainnoma","Diamondcelebs"
"1298","ricardonotes","DiegoNSanchez"
"1299","ardorafsh","Digg"
"1300","humanprovince","Diplopundit"
"1302","ThePoke","DocHackenbush"
"1303","Gobbledegook42","DocHackenbush"
"1304","PatSocy","DocHeaven"
"1306","abisail","DolphinSeeker30"
"1308","monsun14","Donkeyji"
"1309","Crowdcube","DougRichard"
"1310","xtc_uk","DrEoinCl"
"1311","TheoKL","DrEoinCl"
"1312","025194346206030","Dreuz_1fo"
"1313","BlackArawak","Dreuz_1fo"
"1314","Conserva_Tweet","DrudgeReport"
"1315","Conserva_Tweet","DrudgeReport"
"1316","Conserva_Tweet","DrudgeReport"
"1317","Conserva_Tweet","DrudgeReport"
"1318","DudleyFreedom","DudleyFreedom"
"1319","My4oncampus","DukeU"
"1320","G_thangs","EBUKAAKARA"
"1321","JoHayesLibDem","ECFR"
"1322","Voftheppl","ECFR"
"1323","June4th","EDLNewsXtra"
"1324","noxhanti","EDLNewsXtra"
"1325","info4migrants","EGBNPactivist"
"1326","eurocrat","EPinUK"
"1327","lukeblackheath","EPinUK"
"1328","MissMillicent","EPinUK"
"1329","EPinUK","EPinUK"
"1330","ResEuropa","EPinUK"
"1331","EPinUK","EPinUK"
"1332","EPinUK_edu","EPinUK"
"1333","MissMillicent","EPinUK"
"1334","williamjordann","EPinUK"
